doi,abstract,title,journal,description,cover_date,first_name,last_name,date
10.1109/HPCSIM.2009.5195313,"This paper reports our work on application of concurrent/ distributed techniques to SAT. These were investigated using each of the following methods: the DPLL [5] algorithm, the dilemma rule of the St°almarck's algorithm [12] and a concurrent/distributed hybrid SAT solver: DPLL-St°almarck, using a combination of the DPLL and the dilemma rule based algorithm. The prototypes have been implemented using Alice [10], an SML based language with support for distribution and concurrency. Our prototype framework allows for rapid-prototyping of and experimentation with application of various concurrent/distributed programming techniques to SAT. The emphasis is not on building an industry-standard SAT solver, but rather an investigation of the efficacy of use of these techniques for SAT at various levels of granularity. We discuss in detail the workings of DPLL-St°almarck. DPLL and St°almarck are complementary methods given their depth-first and breadth-first approaches. A single threaded execution limits the possibilities of combining the two methods. We have used our prototype framework to explore the use of concurrent/distributed programming techniques for achieving cooperation between the two methods. Empirical evaluation is in progress using the metrics of time, size of search space, and number of machines. The work reported is part of an ongoing project investigating the use of concurrent-distributed programming techniques for theorem proving © 2009 IEEE.",Concurrent-distributed programming techniques for SAT using DPLL-sta°lmarck,"Proceedings of the 2009 International Conference on High Performance Computing and Simulation, HPCS 2009",Conference Paper,11/19/2009,Alan,Bundy,2009
10.1109/IAT.2005.23,"Mozart/Oz is an advanced development platform for intelligent, distributed, powerful and highly functional applications, developed under the European ACCLAIM project. The platform at present lacks a tool for agent communications based on a standard such as ACL-FIPA or KQML. In this work, a tool for agent communication in Mozart/Oz based on KQML has been developed. The communication platform was designed, moreover, as a modular architecture that permits flexibility, high efficiency and inter-operability, which considerably enhances the extensibility of the system. In this paper, this architecture is presented, together with a comparative analysis against two of the most popular agent development platforms in Java, one of which uses KQML (JATLite) and the other, FIPA/ACL (JADE). © 2005 IEEE.",A tool for agent communication in Mozart/Oz,"Proceedings - 2005 IEEE/WIC/ACM International Conference on Intelligent Agent Technology, IAT'05",Conference Paper,12/1/2005,Amparo Alonso,Betanzos,2005
10.1109/ICASSP.2013.6639349,"After a more than decade-long period of relatively little research activity in the area of recurrent neural networks, several new developments will be reviewed here that have allowed substantial progress both in understanding and in technical solutions towards more efficient training of recurrent networks. These advances have been motivated by and related to the optimization issues surrounding deep learning. Although recurrent networks are extremely powerful in what they can in principle represent in terms of modeling sequences, their training is plagued by two aspects of the same issue regarding the learning of long-term dependencies. Experiments reported here evaluate the use of clipping gradients, spanning longer time ranges with leaky integration, advanced momentum techniques, using more powerful output probability models, and encouraging sparser gradients to help symmetry breaking and credit assignment. The experiments are performed on text and music data and show off the combined effects of these techniques in generally improving both training and test error. © 2013 IEEE.",Advances in optimizing recurrent networks,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",Conference Paper,10/18/2013,Yoshua,Bengio,2013
10.1109/ICASSP.2018.8461822,"© 2018 IEEE.Singing voice separation based on deep learning relies on the usage of time-frequency masking. In many cases the masking process is not a learnable function or is not encapsulated into the deep learning optimization. Consequently, most of the existing methods rely on a post processing step using the generalized Wiener filtering. This work proposes a method that learns and optimizes (during training) a source-dependent mask and does not need the aforementioned post processing step. We introduce a recurrent inference algorithm, a sparse transformation step to improve the mask generation process, and a learned denoising filter. Obtained results show an increase of 0.49 dB for the signal to distortion ratio and 0.30 dB for the signal to interference ratio, compared to previous state-of-the-art approaches for monaural singing voice separation.",Monaural Singing Voice Separation with Skip-Filtering Connections and Recurrent Inference of Time-Frequency Mask,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",Conference Paper,9/10/2018,Yoshua,Bengio,2018
10.1109/ICASSP.2018.8462545,"© 2018 IEEE.In the last years, Graph Convolutional Neural Networks gained popularity in the Machine Learning community for their capability of extracting local compositional features on signals defined on non-Euclidean domains. Shape correspondence, document classification, molecular properties predictions are just few of the many different problems where these techniques have been successfully applied. In this paper we will present Deep Geometric Matrix Completion, a recent application of Graph Convolutional Neural Networks to the matrix completion problem. We will illustrate MGCNN (a multi-graph CNN able to deal with signals defined over multiple domains) and we will show how coupling such technique with a RNN, a learnable diffusion process can be realized for reconstructing the desired information. Extensive experimental evaluation shows how Geometric Deep Learning techniques allow to outperform previous state of the art solutions on the matrix completion problem.",Deep geometric matrix completion: A new way for recommender systems,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",Conference Paper,9/10/2018,Michael,Bronstein,2018
10.1109/ICASSP.2019.8682880,"© 2019 IEEE.Recent character and phoneme-based parametric TTS systems using deep learning have shown strong performance in natural speech generation. However, the choice between character or phoneme input can create serious limitations for practical deployment, as direct control of pronunciation is crucial in certain cases. We demonstrate a simple method for combining multiple types of linguistic information in a single encoder, named representation mixing, enabling flexible choice between character, phoneme, or mixed representations during inference. Experiments and user studies on a public audiobook corpus show the efficacy of our approach.",Representation Mixing for TTS Synthesis,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",Conference Paper,5/1/2019,Yoshua,Bengio,2019
10.1109/ICASSP.2019.8683705,"© 2019 IEEE.Despite the success of deep learning in speech recognition, multi-dialect speech recognition remains a difficult problem. Although dialect-specific acoustic models are known to perform well in general, they are not easy to maintain when dialect-specific data is scarce and the number of dialects for each language is large. Therefore, a single unified acoustic model (AM) that generalizes well for many dialects has been in demand. In this paper, we propose a novel acoustic modeling technique for accurate multi-dialect speech recognition with a single AM. Our proposed AM is dynamically adapted based on both dialect information and its internal representation, which results in a highly adaptive AM for handling multiple dialects simultaneously. We also propose a simple but effective training method to deal with unseen dialects. The experimental results on large scale speech datasets show that the proposed AM outperforms all the previous ones, reducing word error rates (WERs) by 8.11% relative compared to a single all-dialects AM and by 7.31% relative compared to dialect-specific AMs.",A Highly Adaptive Acoustic Model for Accurate Multi-dialect Speech Recognition,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",Conference Paper,5/1/2019,Yoshua,Bengio,2019
10.1109/ICASSP.2019.8683713,"© 2019 IEEE.The availability of open-source software is playing a remarkable role in the popularization of speech recognition and deep learning. Kaldi, for instance, is nowadays an established framework used to develop state-of-the-art speech recognizers. PyTorch is used to build neural networks with the Python language and has recently spawn tremendous interest within the machine learning community thanks to its simplicity and flexibility.The PyTorch-Kaldi project aims to bridge the gap between these popular toolkits, trying to inherit the efficiency of Kaldi and the flexibility of PyTorch. PyTorch-Kaldi is not only a simple interface between these software, but it embeds several useful features for developing modern speech recognizers. For instance, the code is specifically designed to naturally plug-in user-defined acoustic models. As an alternative, users can exploit several pre-implemented neural networks that can be customized using intuitive configuration files. PyTorch-Kaldi supports multiple feature and label streams as well as combinations of neural networks, enabling the use of complex neural architectures. The toolkit is publicly-released along with a rich documentation and is designed to properly work locally or on HPC clusters.Experiments, that are conducted on several datasets and tasks, show that PyTorch-Kaldi can effectively be used to develop modern state-of-the-art speech recognizers.",The Pytorch-kaldi Speech Recognition Toolkit,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",Conference Paper,5/1/2019,Yoshua,Bengio,2019
10.1109/ICKG52313.2021.00010,"© 2021 IEEE.Both symbolic and sub-symbolic AI have their limi-tations, but their combination can be more than the sum of their parts. For instance, statistical machine learning has been hugely successful at classification and decision-making tasks, but not so good at deliberative systematic reasoning nor at explanation. We argue that by combining symbolic and sub-symbolic reasoning into hybrid systems, the whole will be more than the sum of its parts. To illustrate the potential of hybrid AI system, we describe the FRANK query answering system. FRANK infers new knowledge from the diverse and immense knowledge sources on the Web, using a combination of both deductive and statistical reasoning. This enables it to make predictions. For instance, to answer the question 'Which country in Europe will have the highest GDP growth rate by 2032?', it (i) decomposes Europe into its constituent countries, (ii) then for each country uses regression over their previous GDP growth rates to extrapolate each to 2032 and (iii) then returns the country which is predicted to then have the maximum value. The decompositions are explained deductively and the regressions by a prediction model that can be rendered graphically. This explanation of FRANK's reasoning merges deduction and statistics. In this paper, we highlight recent work on FRANK that focus on leveraging hybrid AI to tackle question answering with emphasis on explainability of the inference process and its inferred answers. We aim for whole system reasoning; that is, we are automating the choices of knowledge sources and the planning that constructs the inference process from the facts found in these knowledge sources. We intend that these 'engineering' choices are also explained to the user.",Combining Deductive and Statistical Explanations in the FRANK Query Answering System,"Proceedings - 12th IEEE International Conference on Big Knowledge, ICBK 2021",Conference Paper,1/1/2021,Alan,Bundy,2021
10.1109/ICKG52313.2021.00044,"© 2021 IEEE.Identifying discriminative attributes between prod-uct variations, e.g., the same wristwatch models but in different finishes, is crucial for improving e-commerce search engines and recommender systems. Despite the importance of these discrimi-native attributes, values for such attributes are often not available explicitly and instead are mentioned only in unstructured fields such as product title or product description. In this work, we introduce the novel task of discriminative attribute extraction which involves identifying the attributes that distinguish product variations, such as finish, and also, at the same time, extracting the values for these attributes from unstructured text. This task differs from the standard attribute value extraction task that has been well-studied in literature, as in our task we also need to identify the attribute, in addition to finding the value. We propose DiffXtract, a novel end-to-end, deep learning based approach that jointly identifies both the discriminative attribute and extracts its values from the product variations. The proposed approach is trained using a multitask objective and explicitly models the semantic representation of the discriminative attribute and uses it to extract the attribute values. We show that existing product attribute extraction approaches have several drawbacks, both theoretically and empirically. We also introduce a novel dataset based on a corpus of data previously crawled from a large number of e-commerce websites. In our empirical evaluation, we show that DiffXtract outperforms state-of-the-art deep learning-based and dictionary-based attribute extraction approaches by up to 8% F1 score when identifying attributes, and up to 10% F1 score when extracting attribute values.",DiffXtract: Joint Discriminative Product Attribute-Value Extraction,"Proceedings - 12th IEEE International Conference on Big Knowledge, ICBK 2021",Conference Paper,1/1/2021,Lise,Getoor,2021
10.1109/ICME.2009.5202846,"Recent advances in wireless sensor technology facilitate the development of remote healthcare systems, which can significantly reduce the healthcare cost. Despite the initial promising results, there remain many obstacles to apply this technology to the practical medical care context. One of the critical issues is to assure the timely and robust delivery of the life-critical medical data in the resource-constrained wireless sensor networking environment. This paper addresses this issue and presents a Quality of Service (QoS) support mechanism for wireless remote healthcare system, which integrates XML-based QoS specification, patient admission policy, and differentiated scheduling and queue management. The proposed QoS support mechanism is implemented in CareNet, our wireless sensor system for remote healthcare. Extensive performance study is presented to validate and evaluate our solution. ©2009 IEEE.",Providing QoS support for wireless remote healthcare system,"Proceedings - 2009 IEEE International Conference on Multimedia and Expo, ICME 2009",Conference Paper,11/20/2009,Ruzena,Bajcsy,2009
10.1109/ICMLA.2018.00064,"© 2018 IEEE.Tasks involving the analysis of geometric (graph-and manifold-structured) data have recently gained prominence in the machine learning community, giving birth to a rapidly developing field of geometric deep learning. In this work, we leverage graph neural networks to improve signal detection in the IceCube neutrino observatory. The IceCube detector array is modeled as a graph, where vertices are sensors and edges are a learned function of the sensors spatial coordinates. As only a subset of IceCubes sensors is active during a given observation, we note the adaptive nature of our GNN, wherein computation is restricted to the input signal support. We demonstrate the effectiveness of our GNN architecture on a task classifying IceCube events, where it outperforms both a traditional physics-based method as well as classical 3D convolution neural networks.",Graph Neural Networks for IceCube Signal Classification,"Proceedings - 17th IEEE International Conference on Machine Learning and Applications, ICMLA 2018",Conference Paper,1/15/2019,Michael,Bronstein,2019
10.1109/ICPR48806.2021.9412166,"© 2020 IEEEFace recognition is a widely accepted biometric verification tool, as the face contains a lot of information about the identity of a person. In this study, a 2-step neural-based pipeline is presented for matching 3D facial shape to multiple DNA-related properties (sex, age, BMI and genomic background). The first step consists of a triplet loss-based metric learner that compresses facial shape into a lower dimensional embedding while preserving information about the property of interest. Most studies in the field of metric learning have only focused on 2D Euclidean data. In this work, geometric deep learning is employed to learn directly from 3D facial meshes. To this end, spiral convolutions are used along with a novel mesh-sampling scheme that retains uniformly sampled 3D points at different levels of resolution. The second step is a multi-biometric fusion by a fully connected neural network. The network takes an ensemble of embeddings and property labels as input and returns genuine and imposter scores. Since embeddings are accepted as an input, there is no need to train classifiers for the different properties and available data can be used more efficiently. Results obtained by a 10-fold cross-validation for biometric verification show that combining multiple properties leads to stronger biometric systems. Furthermore, the proposed neural-based pipeline outperforms a linear baseline, which consists of principal component analysis, followed by classification with linear support vector machines and a Naïve Bayes-based score-fuser.",3D facial matching by spiral convolutional metric learning and a biometric fusion-net of demographic properties,Proceedings - International Conference on Pattern Recognition,Conference Paper,1/1/2020,Michael,Bronstein,2020
10.1109/ICPR48806.2021.9412859,"© 2020 IEEEIn many application domains such as computer vision, Convolutional Layers (CLs) are key to the accuracy of deep learning methods. However, it is often required to assemble a large number of CLs, each containing thousands of parameters, in order to reach state-of-the-art accuracy, thus resulting in complex and demanding systems that are poorly fitted to resource-limited devices. Recently, methods have been proposed to replace the generic convolution operator by the combination of a shift operation and a simpler 1x1 convolution. The resulting block, called Shift Layer (SL), is an efficient alternative to CLs in the sense it allows to reach similar accuracies on various tasks with faster computations and fewer parameters. In this contribution, we introduce Shift Attention Layers (SALs), which extend SLs by using an attention mechanism that learns which shifts are the best at the same time the network function is trained. We demonstrate SALs are able to outperform vanilla SLs (and CLs) on various object recognition benchmarks while significantly reducing the number of float operations and parameters for the inference.",Attention based pruning for shift networks,Proceedings - International Conference on Pattern Recognition,Conference Paper,1/1/2020,Yoshua,Bengio,2020
10.1109/ICRA.2017.7989307,"© 2017 IEEE.Pouring a specific amount of liquid is a challenging task. In this paper we develop methods for robots to use visual feedback to perform closed-loop control for pouring liquids. We propose both a model-based and a model-free method utilizing deep learning for estimating the volume of liquid in a container. Our results show that the model-free method is better able to estimate the volume. We combine this with a simple PID controller to pour specific amounts of liquid, and show that the robot is able to achieve an average 38ml deviation from the target amount. To our knowledge, this is the first use of raw visual feedback to pour liquids in robotics.",Visual closed-loop control for pouring liquids,Proceedings - IEEE International Conference on Robotics and Automation,Conference Paper,7/21/2017,Dieter,Fox,2017
10.1109/ICRA.2018.8460968,"© 2018 IEEE.We present an approach for mobile robots to learn to navigate in dynamic environments with pedestrians via raw depth inputs, in a socially compliant manner. To achieve this, we adopt a generative adversarial imitation learning (GAIL) strategy, which improves upon a pre-trained behavior cloning policy. Our approach overcomes the disadvantages of previous methods, as they heavily depend on the full knowledge of the location and velocity information of nearby pedestrians, which not only requires specific sensors, but also the extraction of such state information from raw sensory input could consume much computation time. In this paper, our proposed GAIL-based model performs directly on raw depth inputs and plans in real-time. Experiments show that our GAIL-based approach greatly improves the safety and efficiency of the behavior of mobile robots from pure behavior cloning. The real-world deployment also shows that our method is capable of guiding autonomous vehicles to navigate in a socially compliant manner directly through raw depth inputs. In addition, we release a simulation plugin for modeling pedestrian behaviors based on the social force model.",Socially compliant navigation through raw depth inputs with generative adversarial imitation learning,Proceedings - IEEE International Conference on Robotics and Automation,Conference Paper,9/10/2018,Wolfram,Burgard,2018
10.1109/ICRA.2018.8462979,"© 2018 IEEE.Localization is an indispensable component of a robot's autonomy stack that enables it to determine where it is in the environment, essentially making it a precursor for any action execution or planning. Although convolutional neural networks have shown promising results for visual localization, they are still grossly outperformed by state-of-the-art local feature-based techniques. In this work, we propose VLocNet, a new convolutional neural network architecture for 6-DoF global pose regression and odometry estimation from consecutive monocular images. Our multitask model incorporates hard parameter sharing, thus being compact and enabling real-time inference, in addition to being end-to-end trainable. We propose a novel loss function that utilizes auxiliary learning to leverage relative pose information during training, thereby constraining the search space to obtain consistent pose estimates. We evaluate our proposed VLocNet on indoor as well as outdoor datasets and show that even our single task model exceeds the performance of state-of-the-art deep architectures for global localization, while achieving competitive performance for visual odometry estimation. Furthermore, we present extensive experimental evaluations utilizing our proposed Geometric Consistency Loss that show the effectiveness of multitask learning and demonstrate that our model is the first deep learning technique to be on par with, and in some cases outperforms state-of-the-art SIFT-based approaches.",Deep Auxiliary Learning for Visual Localization and Odometry,Proceedings - IEEE International Conference on Robotics and Automation,Conference Paper,9/10/2018,Wolfram,Burgard,2018
10.1109/ICRA.2019.8794223,"© 2019 IEEE.End-to-end learning for autonomous navigation has received substantial attention recently as a promising method for reducing modeling error. However, its data complexity, especially around generalization to unseen environments, is high. We introduce a novel image-based autonomous navigation technique that leverages in policy structure using the Riemannian Motion Policy (RMP) framework for deep learning of vehicular control. We design a deep neural network to predict control point RMPs of the vehicle from visual images, from which the optimal control commands can be computed analytically. We show that our network trained in the Gibson environment can be used for indoor obstacle avoidance and navigation on a real RC car, and our RMP representation generalizes better to unseen environments than predicting local geometry or predicting control commands directly.",Neural autonomous navigation with riemannian motion policy,Proceedings - IEEE International Conference on Robotics and Automation,Conference Paper,5/1/2019,Dieter,Fox,2019
10.1109/ICRA40945.2020.9196644,"© 2020 IEEE.Visual topological navigation has been revitalized recently thanks to the advancement of deep learning that substantially improves robot perception. However, the scalability and reliability issue remain challenging due to the complexity and ambiguity of real world images and mechanical constraints of real robots. We present an intuitive approach to show that by accurately measuring the capability of a local controller, large-scale visual topological navigation can be achieved while being scalable and robust. Our approach achieves state-of-the-art results in trajectory following and planning in large-scale environments. It also generalizes well to real robots and new environments without retraining or finetuning.",Scaling Local Control to Large-Scale Topological Navigation,Proceedings - IEEE International Conference on Robotics and Automation,Conference Paper,5/1/2020,Dieter,Fox,2020
10.1109/ICSMC.2004.1401130,"This paper presents a Modified Sparse Distributed Memory architecture for use in software agents with natural language processing capabilities. We have modified Kanerva's Sparse Distributed Memory (SDM) into an architecture with a ternary memory space. This enables the memory to be used in IDA, the Intelligent Distribution Agent built for the U.S. Navy. IDA implements Boars' global workspace theory, a psychological theory of consciousness. As a result, it can react to novel and problematic situations in a more flexible, more human-like way than traditional AI systems. IDA performs a Junction, namely billet assignment, heretofore reserved for humans. We argue that such flexibility requires advanced memory systems such as transient episodic memory and auto-biographical memory. Here, we present the architecture, tests and results of this modified SDM system which can be used as a transient episodic memory in suitable software agents. © 2004 IEEE.",Modified sparse distributed memory as transient episodic memory for cognitive software agents,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",Conference Paper,12/1/2004,Stan,Franklin,2004
10.1109/ICSTW.2009.8,"This paper presents an approach and tool to automatically instrument dynamic web applications using source transformation technology, and to reverse engineer a UML 2.1 sequence diagram from the execution traces generated by the resulting instrumentation. The result can be directly imported and visualized in a UML toolset such as Rational Software Architect. Our approach dynamically filters traces to reduce redundant information that may complicate program understanding. While our current implementation works on PHP-based applications, the framework is easily extended to other scripting languages in plug-and-play fashion. In addition to supporting web application understanding, our tool is being used to recover traces from dynamic web applications in support of web application security analysis and testing. We demonstrate our method on the analysis of the popular internet bulletin board system PhpBB 2.0. © 2009 IEEE.",Automated reverse engineering of UML sequence diagrams for dynamic web applications,"IEEE International Conference on Software Testing, Verification, and Validation Workshops, ICSTW 2009",Conference Paper,9/11/2009,Thomas,Dean,2009
10.1109/IJCB48548.2020.9304894,"© 2020 IEEE.The research in biometric recognition using hand shape has been somewhat stagnating in the last decade. Meanwhile, computer vision and machine learning have experienced a paradigm shift with the renaissance of deep learning, which has set the new state-of-the-art in many related fields. Inspired by successful applications of deep learning for other biometric modalities, we propose a novel approach to 3D hand shape recognition from RGB-D data based on geometric deep learning techniques. We show how to train our model on synthetic data and retain the performance on real samples during test time. To evaluate our method, we provide a new dataset NNHand RGB- D of short video sequences and show encouraging performance compared to diverse baselines on the new data, as well as current benchmark dataset HKPolyU. Moreover, the new dataset opens door to many new research directions in hand shape recognition.",Clustered Dynamic Graph CNN for Biometric 3D Hand Shape Recognition,IJCB 2020 - IEEE/IAPR International Joint Conference on Biometrics,Conference Paper,9/28/2020,Michael,Bronstein,2020
10.1109/ijcnn.2006.246716,"It is proposed that the creation of Artificial General Intelligence (AGI) at the human level and ultimately beyond is a problem addressable via integrating computer science algorithms and data structures within a cognitive architecture oriented toward experiential learning. A general conceptual framework for AGI is presented, beginning with a philosophy of mind based on the concept of pattern, then moving to a general mathematical and conceptual framework for modeling intelligent systems, Self-Modifying Evolving Probabilistic Hypergraphs (SMEPH), and finally to an overview of a specific design for AGI, the Novamente AI Engine. The problem of teaching an AGI system is discussed, in the context of Novamente's embodiment in the AGI-SIM simulation world. An educational program based loosely on Piaget's developmental stages is outlined, followed by more detailed consideration of the learning by Novamente in AGI-SIM of the Piagetan infant-level capability of ""object permanence."" © 2006 IEEE.","Patterns, hypergraphs and embodied general intelligence",IEEE International Conference on Neural Networks - Conference Proceedings,Conference Paper,1/1/2006,Ben,Goertzel,2006
10.1109/IJCNN.2012.6252377,"Although computer Go players are now better than humans on small board sizes, they are still a fair way from the top human players on standard board sizes. Thus the nature of human expertise is of great interest to artificial intelligence. Human play relies much more on pattern memory and has been extensively explored in chess. The big challenge in Go is local-global interaction - local search is good but global integration is weak. We used techniques based on the cognitive neuroscience of chess to predict optimal areas to move using perceptual chunks, which we cross-validated against game records comprising upwards of five million positions. Prediction to within a small window was about 50%, a remarkable result. © 2012 IEEE.",Neuro-cognitive model of move location in the game of Go,Proceedings of the International Joint Conference on Neural Networks,Conference Paper,8/22/2012,Fernand,Gobet,2012
10.1109/IJCNN.2014.6889723,"© 2014 IEEE.The Deep Spatio-Temporal Inference Network (DeSTIN) is a deep learning architecture which combines un-supervised learning and Bayesian inference. The original version of DeSTIN incorporates k-means clustering inside each processing node. Here we propose to replace k-means with a more sophisticated algorithm, online EM (Expectation Maximization), and show that this improves DeSTIN's performance on image classification and restoration tasks.",Improving machine vision via incorporating expectation-maximization into Deep Spatio-Temporal learning,Proceedings of the International Joint Conference on Neural Networks,Conference Paper,9/3/2014,Ben,Goertzel,2014
10.1109/IJCNN.2017.7965845,"© 2017 IEEE.Stochastic gradient algorithms are the main focus of large-scale optimization problems and led to important successes in the recent advancement of the deep learning algorithms. The convergence of SGD depends on the careful choice of learning rate and the amount of the noise in stochastic estimates of the gradients. In this paper, we propose an adaptive learning rate algorithm, which utilizes stochastic curvature information of the loss function for automatically tuning the learning rates. The information about the element-wise curvature of the loss function is estimated from the local statistics of the stochastic first order gradients. We further propose a new variance reduction technique to speed up the convergence. In our experiments with deep neural networks, we obtained better performance compared to the popular stochastic gradient algorithms.1",A robust adaptive stochastic gradient method for deep learning,Proceedings of the International Joint Conference on Neural Networks,Conference Paper,6/30/2017,Yoshua,Bengio,2017
10.1109/IJCNN.2018.8489565,"© 2018 IEEE.Monaural singing voice separation task focuses on the prediction of the singing voice from a single channel music mixture signal. Current state of the art (SOTA) results in monaural singing voice separation are obtained with deep learning based methods. In this work we present a novel recurrent neural approach that learns long-term temporal patterns and structures of a musical piece. We build upon the recently proposed Masker-Denoiser (MaD) architecture and we enhance it with the Twin Networks, a technique to regularize a recurrent generative network using a backward running copy of the network. We evaluate our method using the Demixing Secret Dataset and we obtain an increment to signal-to-distortion ratio (SDR) of 0.37 dB and to signal-to-interference ratio (SIR) of 0.23 dB, compared to previous SOTA results.",MaD TwinNet: Masker-Denoiser Architecture with Twin Networks for Monaural Sound Source Separation,Proceedings of the International Joint Conference on Neural Networks,Conference Paper,10/10/2018,Yoshua,Bengio,2018
10.1109/IJCNN.2019.8851805,"© 2019 IEEE.Speech act provides valuable insight for understanding the communicative intention and behaviour of a user utterance. This applies for conversation on any platform which includes social media network such as Twitter. This paper presents a deep learning based tweet act classifier (speech acts for Twitter) for understanding the content and intention of tweets and for discovering the valuable communications amongst the tweeters. A generic taxonomy of seven speech acts has been created for the task. A Convolution Neural Network (CNN) based Deep Learning (DL) architecture is integrated with different classifiers at the final layer such as softmax or linear Support Vector Machine (SVM) to develop a tweet act classifier. To make the classifier even more robust, various hand-crafted features are added to the system to boost its effectiveness towards improving the performance of the system. Experimental results indicate that the proposed model achieved good results with an average F1-score of 0.71 and outperformed state of the art approaches.",Tweet Act Classification : A Deep Learning based Classifier for Recognizing Speech Acts in Twitter,Proceedings of the International Joint Conference on Neural Networks,Conference Paper,7/1/2019,Pushpak,Bhattacharyya,2019
10.1109/IJCNN.2019.8851943,"© 2019 IEEE.Dialogue Act (DA) Classification plays a signifi-cant role in the understanding of an utterance in a dialogue. Components of Spoken Dialogue System (SDS) such as Natural Language Understanding (NLU) and Dialogue Management (DM) modules can significantly exploit the output of the DA classification. In this paper, we propose a task-oriented DA classifier based on both traditional supervised Machine Learning (ML) as well as Deep Learning (DL) techniques. The type and nature of dialogues basically depend on the domain and the DA itself. So, in order to make the model task-oriented, a new tag-set has been designed by studying the properties of the target domain. On the benchmark SwitchBoard (SWBD) and TRAINS corpus, our proposed models have performed exceptionally well with the new tag-set. Experimental results indicate that our proposed models have achieved good accuracy on both the datasets and outperformed several state of the art approaches and the new tag-set is well suited for task-oriented applications.",Exploring Machine Learning and Deep Learning Frameworks for Task-Oriented Dialogue Act Classification,Proceedings of the International Joint Conference on Neural Networks,Conference Paper,7/1/2019,Pushpak,Bhattacharyya,2019
10.1109/IJCNN.2019.8852209,"© 2019 IEEE.Swarm control is a difficult problem due to the need to guide a large number of agents simultaneously. We cast the problem as a shepherding problem, similar to biological dogs guiding a group of sheep towards a goal. The shepherd needs to deal with complex and dynamic environments and make decisions in order to direct the swarm from one location to another. In this paper, we design a novel curriculum to teach an artificial intelligence empowered agent to shepherd in the presence of the large state space associated with the shepherding problem and in a transparent manner. The results show that a properly designed curriculum could indeed enhance the speed of learning and the complexity of learnt behaviours.",Transparent Machine Education of Neural Networks for Swarm Shepherding Using Curriculum Design,Proceedings of the International Joint Conference on Neural Networks,Conference Paper,7/1/2019,Hussein,Abbass,2019
10.1109/IJCNN48605.2020.9206620,"© 2020 IEEE.Text generator systems have become extremely popular with the advent of recent deep learning models such as encoder-decoder. Controlling the information and style of the generated output without supervision is an important and challenging Natural Language Processing (NLP) task. In this paper we define the task of constructing a coherent paragraph from a set of disaster domain tweets, without any parallel data. We tackle the problem by building two systems in pipeline. The first system focuses on unsupervised style transfer to convert the individual tweets into news sentences. The second system stitches together the outputs from the first system to form a coherent news paragraph. We also propose a novel training mechanism, by splitting the sentences into propositions and training the second system to merge the sentences. We create a validation and test set consisting of tweet-sets and their equivalent news paragraphs to perform empirical evaluation. We also perform human evaluations on our model. In a completely unsupervised setting our model was able to achieve a BLEU score of 19.32, while successfully transferring styles and joining tweets to form a meaningful news paragraph.",Tweet to News Conversion: An Investigation into Unsupervised Controllable Text Generation,Proceedings of the International Joint Conference on Neural Networks,Conference Paper,7/1/2020,Pushpak,Bhattacharyya,2020
10.1109/IJCNN52387.2021.9533878,"© 2021 IEEE.Developing an adequate and human-like virtual agent has been one of the primary applications of artificial intelligence. In the last few years, task-oriented dialogue systems have gained huge popularity because of their upsurging relevance and positive outcomes. In real-world, users may not always have a predefined and rigid task goal beforehand; they upgrade/downgrade/change their goal component dynamically depending upon their utility value and agent's serving capability. However, existing virtual agents fail to incorporate this dynamic behavior, leading to either unsuccessful task completion or an ungratified user experience. The paper presents an end to end multimodal dialogue system for dynamic and co-operative goal setting, which incorporates i) a multi-modal semantic state representation in policy learning to deal with multi-modal inputs, ii) a goal manager module in a traditional dialogue manager for handling dynamic and goal unavailability scenarios effectively, iii) an accumulative reward (task/persona/sentiment) for task success, personalized persuasion and user-adaptive behavior, respectively. The obtained experimental results and the comparisons with baselines firmly establish the need and efficacy of the proposed system.",Multi-Modal Dialogue Policy Learning for Dynamic and Co-operative Goal Setting,Proceedings of the International Joint Conference on Neural Networks,Conference Paper,7/18/2021,Pushpak,Bhattacharyya,2021
