"doi","abstract","title","journal","description","cover_date","first_name","last_name","date","year"
"10.1109/CVPRW.2019.00173"," ieeewe consider paradigm black box ai system makes lifecritical decisions propose arguing machines framework pairs primary ai system secondary one independently trained perform task show disagreement two systems without knowledge underlying system design operation sufficient improve accuracy overall system given human supervision disagreements demonstrate system two applications image classification largescale realworld semiautonomous driving first application apply framework image classification achieving reduction top error imagenet second application apply framework tesla autopilot demonstrate ability predict system disengagements labeled human challenging","Arguing machines: Human supervision of black box ai systems that make life-critical decisions","IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops","Conference Paper",2019-06-01,"Lex","Fridman",2019,"2019"
"10.1109/DICTA51227.2020.9363402"," ieeein recent years deep learningbased oct segmentation methods addressed many limitations traditional segmentation approaches capable performing rapid consistent accurate segmentation chorioretinal layers however robust deep learning methods require sufficiently large diverse dataset training always feasible many biomedical applications generative adversarial networks gans demonstrated capability producing realistic diverse highresolution images range modalities datasets including data augmentation powerful application gan methods study propose use stylegan inspired approach generate chorioretinal optical coherence tomography oct images high degree realism diversity utilize method synthesize image segmentation mask pairs can used train deep learning semantic segmentation method subsequent boundary delineation three chorioretinal layer boundaries pursuing dual output solution rather masktoimage translation solution remove unnecessary constraint generated images enable synthesis new unseen area mask labels results encouraging near comparable performance observed training using purely synthetic data compared real data moreover training using combination real synthetic data results zero measurable performance loss demonstrating reliability technique feasibility data augmentation future work","Dual image and mask synthesis with GANs for semantic segmentation in optical coherence tomography","2020 Digital Image Computing: Techniques and Applications, DICTA 2020","Conference Paper",2020-11-29,"Michael","Collins",2020,"2020"
"10.1109/DICTA52665.2021.9647099"," ieeedeep learning methods provide stateoftheart performance semantic segmentation retina choroid optical coherence tomography oct images enabling rapid accurate automatic analyses however high difficulty scans can still pose problem even current stateoftheart methods generative adversarial networks gans family deep learning methods provide significant benefits several applications due ability learn complex data distributions large image datasets segmentation one applications investigated several modalities including retinal fundus image analysis resulting performance improvements incorporating adversarial loss segmentation however application ganbased segmentation oct images investigated detail studied context choroidal segmentation study investigate use gan perform semantic segmentation retina choroid oct images replacing traditional segmentation loss adversarial loss detailed analysis important training parameters network architecture choices provided better understand behavior optimize performance chorioretinal segmentation oct images key difference study considering loss isolation comparing traditional segmentation losses using identical segmentation network unbiased transparent comparison performed using optimized adversarial loss strong performance observed providing near comparable performance traditional segmentation losses results experiment provide strong foundation future work ganbased oct retinal choroidal segmentation","OCT chorio-retinal segmentation with adversarial loss","DICTA 2021 - 2021 International Conference on Digital Image Computing: Techniques and Applications","Conference Paper",2021-01-01,"Michael","Collins",2021,"2021"
"10.1109/DICTA52665.2021.9647154"," ieeesemantic segmentation methods based deep learning techniques transformed analysis many medical imaging modalities including extraction retinal layers ocular optical coherence tomography images despite high accuracy methods automatic techniques free labelling errors means clinician may need engage timeconsuming process reviewing outcome segmentation method given shortcoming access segmentation techniques can provide confidence metric associated output probability class map desirable study use montecarlo dropout combined residual unet architecture explored way provide segmentation pixelwise prediction maps well corresponding uncertainty maps assessing proposed network dataset subjects retinal pathology stargardt disease uncertainty map exhibited high correlation boundary error metric thus confirming potential technique extract metrics surrogate segmentation error montecarlo dropout seems detrimental effect performance uncertainty metric derived technique potential range important clinical ie ranking scans reviewed human expert research ie network finetuning focus high uncertaintyhigh error regions applications","Use of uncertainty quantification as a surrogate for layer segmentation error in Stargardt disease retinal OCT images","DICTA 2021 - 2021 International Conference on Digital Image Computing: Techniques and Applications","Conference Paper",2021-01-01,"Michael","Collins",2021,"2021"
"10.1109/DICTA52665.2021.9647266"," ieeeoptical coherence tomography oct images posterior eye provide valuable clinical information quantify images extract appropriate biomarkers methods segment different retinal boundaries needed recent years deep learning methods applied perform image analysis task providing state art performance however methods can affected image variability particularly network trained images match terms features testing dataset one common sources variability oct speckle noise work effect noise semantic segmentation process investigated use cyclegan method imagetoimage translation reduce noise impact segmentation assessed results show promising performance proof potential generative adversarial network gan method positively impact medical image segmentation obtaining good performance results compared terms dice coefficient overlap boundary error metrics findings work may translated applications oct instrument translation create instrumentagnostic segmentation solutions","OCT retinal image-to-image translation: Analysing the use of CycleGAN to improve retinal boundary semantic segmentation","DICTA 2021 - 2021 International Conference on Digital Image Computing: Techniques and Applications","Conference Paper",2021-01-01,"Michael","Collins",2021,"2021"
"10.1109/GRID.2007.4354120"," paper presents wsdaiontrdfs system provides homogeneous access mechanism using heterogeneous distributed rdfs ontologies grid applications ontologies may stored different rdfs storage systems geographically distributed across grid infrastructure paper describes detail design system rationale current implementation ongoing standardisation effort ieee","WS-DAIOnt-RDF(S): Ontology access provision in grids","Proceedings - IEEE/ACM International Workshop on Grid Computing","Conference Paper",2007-01-01,"Asunción Gómez","Pérez",2007,"2007"
"10.1109/HICSS.1997.663229"," report successful project transference advanced planning scheduling technology outage management collaboration rome laboratory electrical power research institute kaman science kestrel institute part dods dualuse program main goal project evaluate use transformational approaches ai technology solve realworld planning scheduling problems involving complex constraints roman rome lab outage manager prototype system developed result project romans main innovation compared current state art outage management tools integrated approach outage management automatically enforcing safety constraints planning scheduling phase another innovative aspect roman generation robust schedules feasible time windows words roman generates family schedules assigning time intervals start times activities rather single point start times without affecting overall duration project","Transformational approach applied to outage management of nuclear power plants","Proceedings of the Hawaii International Conference on System Sciences","Conference Paper",1997-12-01,"Carla","Gomes",1997,"1997"
"10.1109/HPCSIM.2009.5195313"," paper reports work application concurrent distributed techniques sat investigated using following methods dpll algorithm dilemma rule st°almarcks algorithm concurrentdistributed hybrid sat solver dpllst°almarck using combination dpll dilemma rule based algorithm prototypes implemented using alice sml based language support distribution concurrency prototype framework allows rapidprototyping experimentation application various concurrentdistributed programming techniques sat emphasis building industrystandard sat solver rather investigation efficacy use techniques sat various levels granularity discuss detail workings dpllst°almarck dpll st°almarck complementary methods given depthfirst breadthfirst approaches single threaded execution limits possibilities combining two methods used prototype framework explore use concurrentdistributed programming techniques achieving cooperation two methods empirical evaluation progress using metrics time size search space number machines work reported part ongoing project investigating use concurrentdistributed programming techniques theorem proving ieee","Concurrent-distributed programming techniques for SAT using DPLL-sta°lmarck","Proceedings of the 2009 International Conference on High Performance Computing and Simulation, HPCS 2009","Conference Paper",2009-11-19,"Alan","Bundy",2009,"2009"
"10.1109/IAT.2005.23","mozartoz advanced development platform intelligent distributed powerful highly functional applications developed european acclaim project platform present lacks tool agent communications based standard aclfipa kqml work tool agent communication mozartoz based kqml developed communication platform designed moreover modular architecture permits flexibility high efficiency interoperability considerably enhances extensibility system paper architecture presented together comparative analysis two popular agent development platforms java one uses kqml jatlite fipaacl jade ieee","A tool for agent communication in Mozart/Oz","Proceedings - 2005 IEEE/WIC/ACM International Conference on Intelligent Agent Technology, IAT'05","Conference Paper",2005-12-01,"Amparo Alonso","Betanzos",2005,"2005"
"10.1109/ICASSP.2013.6639349"," decadelong period relatively little research activity area recurrent neural networks several new developments will reviewed allowed substantial progress understanding technical solutions towards efficient training recurrent networks advances motivated related optimization issues surrounding deep learning although recurrent networks extremely powerful can principle represent terms modeling sequences training plagued two aspects issue regarding learning longterm dependencies experiments reported evaluate use clipping gradients spanning longer time ranges leaky integration advanced momentum techniques using powerful output probability models encouraging sparser gradients help symmetry breaking credit assignment experiments performed text music data show combined effects techniques generally improving training test error ieee","Advances in optimizing recurrent networks","ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings","Conference Paper",2013-10-18,"Yoshua","Bengio",2013,"2013"
"10.1109/ICASSP.2018.8461822"," ieeesinging voice separation based deep learning relies usage timefrequency masking many cases masking process learnable function encapsulated deep learning optimization consequently existing methods rely post processing step using generalized wiener filtering work proposes method learns optimizes training sourcedependent mask need aforementioned post processing step introduce recurrent inference algorithm sparse transformation step improve mask generation process learned denoising filter obtained results show increase db signal distortion ratio db signal interference ratio compared previous stateoftheart approaches monaural singing voice separation","Monaural Singing Voice Separation with Skip-Filtering Connections and Recurrent Inference of Time-Frequency Mask","ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings","Conference Paper",2018-09-10,"Yoshua","Bengio",2018,"2018"
"10.1109/ICASSP.2018.8462545"," ieeein last years graph convolutional neural networks gained popularity machine learning community capability extracting local compositional features signals defined noneuclidean domains shape correspondence document classification molecular properties predictions just many different problems techniques successfully applied paper will present deep geometric matrix completion recent application graph convolutional neural networks matrix completion problem will illustrate mgcnn multigraph cnn able deal signals defined multiple domains will show coupling technique rnn learnable diffusion process can realized reconstructing desired information extensive experimental evaluation shows geometric deep learning techniques allow outperform previous state art solutions matrix completion problem","Deep geometric matrix completion: A new way for recommender systems","ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings","Conference Paper",2018-09-10,"Michael","Bronstein",2018,"2018"
"10.1109/ICASSP.2019.8682880"," ieeerecent character phonemebased parametric tts systems using deep learning shown strong performance natural speech generation however choice character phoneme input can create serious limitations practical deployment direct control pronunciation crucial certain cases demonstrate simple method combining multiple types linguistic information single encoder named representation mixing enabling flexible choice character phoneme mixed representations inference experiments user studies public audiobook corpus show efficacy approach","Representation Mixing for TTS Synthesis","ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings","Conference Paper",2019-05-01,"Yoshua","Bengio",2019,"2019"
"10.1109/ICASSP.2019.8683705"," ieeedespite success deep learning speech recognition multidialect speech recognition remains difficult problem although dialectspecific acoustic models known perform well general easy maintain dialectspecific data scarce number dialects language large therefore single unified acoustic model generalizes well many dialects demand paper propose novel acoustic modeling technique accurate multidialect speech recognition single proposed dynamically adapted based dialect information internal representation results highly adaptive handling multiple dialects simultaneously also propose simple effective training method deal unseen dialects experimental results large scale speech datasets show proposed outperforms previous ones reducing word error rates wers relative compared single alldialects relative compared dialectspecific ams","A Highly Adaptive Acoustic Model for Accurate Multi-dialect Speech Recognition","ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings","Conference Paper",2019-05-01,"Yoshua","Bengio",2019,"2019"
"10.1109/ICASSP.2019.8683713"," ieeethe availability opensource software playing remarkable role popularization speech recognition deep learning kaldi instance nowadays established framework used develop stateoftheart speech recognizers pytorch used build neural networks python language recently spawn tremendous interest within machine learning community thanks simplicity flexibilitythe pytorchkaldi project aims bridge gap popular toolkits trying inherit efficiency kaldi flexibility pytorch pytorchkaldi simple interface software embeds several useful features developing modern speech recognizers instance code specifically designed naturally plugin userdefined acoustic models alternative users can exploit several preimplemented neural networks can customized using intuitive configuration files pytorchkaldi supports multiple feature label streams well combinations neural networks enabling use complex neural architectures toolkit publiclyreleased along rich documentation designed properly work locally hpc clustersexperiments conducted several datasets tasks show pytorchkaldi can effectively used develop modern stateoftheart speech recognizers","The Pytorch-kaldi Speech Recognition Toolkit","ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings","Conference Paper",2019-05-01,"Yoshua","Bengio",2019,"2019"
"10.1109/ICKG52313.2021.00010"," ieeeboth symbolic subsymbolic ai limitations combination can sum parts instance statistical machine learning hugely successful classification decisionmaking tasks good deliberative systematic reasoning explanation argue combining symbolic subsymbolic reasoning hybrid systems whole will sum parts illustrate potential hybrid ai system describe frank query answering system frank infers new knowledge diverse immense knowledge sources web using combination deductive statistical reasoning enables make predictions instance answer question country europe will highest gdp growth rate decomposes europe constituent countries ii country uses regression previous gdp growth rates extrapolate iii returns country predicted maximum value decompositions explained deductively regressions prediction model can rendered graphically explanation franks reasoning merges deduction statistics paper highlight recent work frank focus leveraging hybrid ai tackle question answering emphasis explainability inference process inferred answers aim whole system reasoning automating choices knowledge sources planning constructs inference process facts found knowledge sources intend engineering choices also explained user","Combining Deductive and Statistical Explanations in the FRANK Query Answering System","Proceedings - 12th IEEE International Conference on Big Knowledge, ICBK 2021","Conference Paper",2021-01-01,"Alan","Bundy",2021,"2021"
"10.1109/ICKG52313.2021.00044"," ieeeidentifying discriminative attributes product variations eg wristwatch models different finishes crucial improving ecommerce search engines recommender systems despite importance discriminative attributes values attributes often available explicitly instead mentioned unstructured fields product title product description work introduce novel task discriminative attribute extraction involves identifying attributes distinguish product variations finish also time extracting values attributes unstructured text task differs standard attribute value extraction task wellstudied literature task also need identify attribute addition finding value propose diffxtract novel endtoend deep learning based approach jointly identifies discriminative attribute extracts values product variations proposed approach trained using multitask objective explicitly models semantic representation discriminative attribute uses extract attribute values show existing product attribute extraction approaches several drawbacks theoretically empirically also introduce novel dataset based corpus data previously crawled large number ecommerce websites empirical evaluation show diffxtract outperforms stateoftheart deep learningbased dictionarybased attribute extraction approaches f score identifying attributes f score extracting attribute values","DiffXtract: Joint Discriminative Product Attribute-Value Extraction","Proceedings - 12th IEEE International Conference on Big Knowledge, ICBK 2021","Conference Paper",2021-01-01,"Lise","Getoor",2021,"2021"
"10.1109/ICME.2009.5202846","recent advances wireless sensor technology facilitate development remote healthcare systems can significantly reduce healthcare cost despite initial promising results remain many obstacles apply technology practical medical care context one critical issues assure timely robust delivery lifecritical medical data resourceconstrained wireless sensor networking environment paper addresses issue presents quality service qos support mechanism wireless remote healthcare system integrates xmlbased qos specification patient admission policy differentiated scheduling queue management proposed qos support mechanism implemented carenet wireless sensor system remote healthcare extensive performance study presented validate evaluate solution © ieee","Providing QoS support for wireless remote healthcare system","Proceedings - 2009 IEEE International Conference on Multimedia and Expo, ICME 2009","Conference Paper",2009-11-20,"Ruzena","Bajcsy",2009,"2009"
"10.1109/ICMLA.2018.00064"," ieeetasks involving analysis geometric graphand manifoldstructured data recently gained prominence machine learning community giving birth rapidly developing field geometric deep learning work leverage graph neural networks improve signal detection icecube neutrino observatory icecube detector array modeled graph vertices sensors edges learned function sensors spatial coordinates subset icecubes sensors active given observation note adaptive nature gnn wherein computation restricted input signal support demonstrate effectiveness gnn architecture task classifying icecube events outperforms traditional physicsbased method well classical d convolution neural networks","Graph Neural Networks for IceCube Signal Classification","Proceedings - 17th IEEE International Conference on Machine Learning and Applications, ICMLA 2018","Conference Paper",2019-01-15,"Michael","Bronstein",2019,"2019"
"10.1109/ICPR48806.2021.9412166"," ieeeface recognition widely accepted biometric verification tool face contains lot information identity person study step neuralbased pipeline presented matching d facial shape multiple dnarelated properties sex age bmi genomic background first step consists triplet lossbased metric learner compresses facial shape lower dimensional embedding preserving information property interest studies field metric learning focused d euclidean data work geometric deep learning employed learn directly d facial meshes end spiral convolutions used along novel meshsampling scheme retains uniformly sampled d points different levels resolution second step multibiometric fusion fully connected neural network network takes ensemble embeddings property labels input returns genuine imposter scores since embeddings accepted input need train classifiers different properties available data can used efficiently results obtained fold crossvalidation biometric verification show combining multiple properties leads stronger biometric systems furthermore proposed neuralbased pipeline outperforms linear baseline consists principal component analysis followed classification linear support vector machines naïve bayesbased scorefuser","3D facial matching by spiral convolutional metric learning and a biometric fusion-net of demographic properties","Proceedings - International Conference on Pattern Recognition","Conference Paper",2020-01-01,"Michael","Bronstein",2020,"2020"
"10.1109/ICPR48806.2021.9412859"," ieeein many application domains computer vision convolutional layers cls key accuracy deep learning methods however often required assemble large number cls containing thousands parameters order reach stateoftheart accuracy thus resulting complex demanding systems poorly fitted resourcelimited devices recently methods proposed replace generic convolution operator combination shift operation simpler x convolution resulting block called shift layer sl efficient alternative cls sense allows reach similar accuracies various tasks faster computations fewer parameters contribution introduce shift attention layers sals extend sls using attention mechanism learns shifts best time network function trained demonstrate sals able outperform vanilla sls cls various object recognition benchmarks significantly reducing number float operations parameters inference","Attention based pruning for shift networks","Proceedings - International Conference on Pattern Recognition","Conference Paper",2020-01-01,"Yoshua","Bengio",2020,"2020"
"10.1109/ICRA.2017.7989307"," ieeepouring specific amount liquid challenging task paper develop methods robots use visual feedback perform closedloop control pouring liquids propose modelbased modelfree method utilizing deep learning estimating volume liquid container results show modelfree method better able estimate volume combine simple pid controller pour specific amounts liquid show robot able achieve average ml deviation target amount knowledge first use raw visual feedback pour liquids robotics","Visual closed-loop control for pouring liquids","Proceedings - IEEE International Conference on Robotics and Automation","Conference Paper",2017-07-21,"Dieter","Fox",2017,"2017"
"10.1109/ICRA.2018.8460968"," ieeewe present approach mobile robots learn navigate dynamic environments pedestrians via raw depth inputs socially compliant manner achieve adopt generative adversarial imitation learning gail strategy improves upon pretrained behavior cloning policy approach overcomes disadvantages previous methods heavily depend full knowledge location velocity information nearby pedestrians requires specific sensors also extraction state information raw sensory input consume much computation time paper proposed gailbased model performs directly raw depth inputs plans realtime experiments show gailbased approach greatly improves safety efficiency behavior mobile robots pure behavior cloning realworld deployment also shows method capable guiding autonomous vehicles navigate socially compliant manner directly raw depth inputs addition release simulation plugin modeling pedestrian behaviors based social force model","Socially compliant navigation through raw depth inputs with generative adversarial imitation learning","Proceedings - IEEE International Conference on Robotics and Automation","Conference Paper",2018-09-10,"Wolfram","Burgard",2018,"2018"
"10.1109/ICRA.2018.8462979"," ieeelocalization indispensable component robots autonomy stack enables determine environment essentially making precursor action execution planning although convolutional neural networks shown promising results visual localization still grossly outperformed stateoftheart local featurebased techniques work propose vlocnet new convolutional neural network architecture dof global pose regression odometry estimation consecutive monocular images multitask model incorporates hard parameter sharing thus compact enabling realtime inference addition endtoend trainable propose novel loss function utilizes auxiliary learning leverage relative pose information training thereby constraining search space obtain consistent pose estimates evaluate proposed vlocnet indoor well outdoor datasets show even single task model exceeds performance stateoftheart deep architectures global localization achieving competitive performance visual odometry estimation furthermore present extensive experimental evaluations utilizing proposed geometric consistency loss show effectiveness multitask learning demonstrate model first deep learning technique par cases outperforms stateoftheart siftbased approaches","Deep Auxiliary Learning for Visual Localization and Odometry","Proceedings - IEEE International Conference on Robotics and Automation","Conference Paper",2018-09-10,"Wolfram","Burgard",2018,"2018"
"10.1109/ICRA.2019.8794223"," ieeeendtoend learning autonomous navigation received substantial attention recently promising method reducing modeling error however data complexity especially around generalization unseen environments high introduce novel imagebased autonomous navigation technique leverages policy structure using riemannian motion policy rmp framework deep learning vehicular control design deep neural network predict control point rmps vehicle visual images optimal control commands can computed analytically show network trained gibson environment can used indoor obstacle avoidance navigation real rc car rmp representation generalizes better unseen environments predicting local geometry predicting control commands directly","Neural autonomous navigation with riemannian motion policy","Proceedings - IEEE International Conference on Robotics and Automation","Conference Paper",2019-05-01,"Dieter","Fox",2019,"2019"
"10.1109/ICRA40945.2020.9196644"," ieeevisual topological navigation revitalized recently thanks advancement deep learning substantially improves robot perception however scalability reliability issue remain challenging due complexity ambiguity real world images mechanical constraints real robots present intuitive approach show accurately measuring capability local controller largescale visual topological navigation can achieved scalable robust approach achieves stateoftheart results trajectory following planning largescale environments also generalizes well real robots new environments without retraining finetuning","Scaling Local Control to Large-Scale Topological Navigation","Proceedings - IEEE International Conference on Robotics and Automation","Conference Paper",2020-05-01,"Dieter","Fox",2020,"2020"
"10.1109/ICSMC.2004.1401130"," paper presents modified sparse distributed memory architecture use software agents natural language processing capabilities modified kanervas sparse distributed memory sdm architecture ternary memory space enables memory used ida intelligent distribution agent built us navy ida implements boars global workspace theory psychological theory consciousness result can react novel problematic situations flexible humanlike way traditional ai systems ida performs junction namely billet assignment heretofore reserved humans argue flexibility requires advanced memory systems transient episodic memory autobiographical memory present architecture tests results modified sdm system can used transient episodic memory suitable software agents ieee","Modified sparse distributed memory as transient episodic memory for cognitive software agents","Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics","Conference Paper",2004-12-01,"Stan","Franklin",2004,"2004"
"10.1109/ICSTW.2009.8"," paper presents approach tool automatically instrument dynamic web applications using source transformation technology reverse engineer uml sequence diagram execution traces generated resulting instrumentation result can directly imported visualized uml toolset rational software architect approach dynamically filters traces reduce redundant information may complicate program understanding current implementation works phpbased applications framework easily extended scripting languages plugandplay fashion addition supporting web application understanding tool used recover traces dynamic web applications support web application security analysis testing demonstrate method analysis popular internet bulletin board system phpbb ieee","Automated reverse engineering of UML sequence diagrams for dynamic web applications","IEEE International Conference on Software Testing, Verification, and Validation Workshops, ICSTW 2009","Conference Paper",2009-09-11,"Thomas","Dean",2009,"2009"
"10.1109/IJCB48548.2020.9304894"," ieeethe research biometric recognition using hand shape somewhat stagnating last decade meanwhile computer vision machine learning experienced paradigm shift renaissance deep learning set new stateoftheart many related fields inspired successful applications deep learning biometric modalities propose novel approach d hand shape recognition rgbd data based geometric deep learning techniques show train model synthetic data retain performance real samples test time evaluate method provide new dataset nnhand rgb d short video sequences show encouraging performance compared diverse baselines new data well current benchmark dataset hkpolyu moreover new dataset opens door many new research directions hand shape recognition","Clustered Dynamic Graph CNN for Biometric 3D Hand Shape Recognition","IJCB 2020 - IEEE/IAPR International Joint Conference on Biometrics","Conference Paper",2020-09-28,"Michael","Bronstein",2020,"2020"
"10.1109/ijcnn.2006.246716"," proposed creation artificial general intelligence agi human level ultimately beyond problem addressable via integrating computer science algorithms data structures within cognitive architecture oriented toward experiential learning general conceptual framework agi presented beginning philosophy mind based concept pattern moving general mathematical conceptual framework modeling intelligent systems selfmodifying evolving probabilistic hypergraphs smeph finally overview specific design agi novamente ai engine problem teaching agi system discussed context novamentes embodiment agisim simulation world educational program based loosely piagets developmental stages outlined followed detailed consideration learning novamente agisim piagetan infantlevel capability object permanence ieee","Patterns, hypergraphs and embodied general intelligence","IEEE International Conference on Neural Networks - Conference Proceedings","Conference Paper",2006-01-01,"Ben","Goertzel",2006,"2006"
"10.1109/IJCNN.2012.6252377","although computer go players now better humans small board sizes still fair way top human players standard board sizes thus nature human expertise great interest artificial intelligence human play relies much pattern memory extensively explored chess big challenge go localglobal interaction local search good global integration weak used techniques based cognitive neuroscience chess predict optimal areas move using perceptual chunks crossvalidated game records comprising upwards five million positions prediction within small window remarkable result ieee","Neuro-cognitive model of move location in the game of Go","Proceedings of the International Joint Conference on Neural Networks","Conference Paper",2012-08-22,"Fernand","Gobet",2012,"2012"
"10.1109/IJCNN.2014.6889723"," ieeethe deep spatiotemporal inference network destin deep learning architecture combines unsupervised learning bayesian inference original version destin incorporates kmeans clustering inside processing node propose replace kmeans sophisticated algorithm online em expectation maximization show improves destins performance image classification restoration tasks","Improving machine vision via incorporating expectation-maximization into Deep Spatio-Temporal learning","Proceedings of the International Joint Conference on Neural Networks","Conference Paper",2014-09-03,"Ben","Goertzel",2014,"2014"
"10.1109/IJCNN.2017.7965845"," ieeestochastic gradient algorithms main focus largescale optimization problems led important successes recent advancement deep learning algorithms convergence sgd depends careful choice learning rate amount noise stochastic estimates gradients paper propose adaptive learning rate algorithm utilizes stochastic curvature information loss function automatically tuning learning rates information elementwise curvature loss function estimated local statistics stochastic first order gradients propose new variance reduction technique speed convergence experiments deep neural networks obtained better performance compared popular stochastic gradient algorithms","A robust adaptive stochastic gradient method for deep learning","Proceedings of the International Joint Conference on Neural Networks","Conference Paper",2017-06-30,"Yoshua","Bengio",2017,"2017"
"10.1109/IJCNN.2018.8489565"," ieeemonaural singing voice separation task focuses prediction singing voice single channel music mixture signal current state art sota results monaural singing voice separation obtained deep learning based methods work present novel recurrent neural approach learns longterm temporal patterns structures musical piece build upon recently proposed maskerdenoiser mad architecture enhance twin networks technique regularize recurrent generative network using backward running copy network evaluate method using demixing secret dataset obtain increment signaltodistortion ratio sdr db signaltointerference ratio sir db compared previous sota results","MaD TwinNet: Masker-Denoiser Architecture with Twin Networks for Monaural Sound Source Separation","Proceedings of the International Joint Conference on Neural Networks","Conference Paper",2018-10-10,"Yoshua","Bengio",2018,"2018"
"10.1109/IJCNN.2019.8851805"," ieeespeech act provides valuable insight understanding communicative intention behaviour user utterance applies conversation platform includes social media network twitter paper presents deep learning based tweet act classifier speech acts twitter understanding content intention tweets discovering valuable communications amongst tweeters generic taxonomy seven speech acts created task convolution neural network cnn based deep learning dl architecture integrated different classifiers final layer softmax linear support vector machine svm develop tweet act classifier make classifier even robust various handcrafted features added system boost effectiveness towards improving performance system experimental results indicate proposed model achieved good results average fscore outperformed state art approaches","Tweet Act Classification : A Deep Learning based Classifier for Recognizing Speech Acts in Twitter","Proceedings of the International Joint Conference on Neural Networks","Conference Paper",2019-07-01,"Pushpak","Bhattacharyya",2019,"2019"
"10.1109/IJCNN.2019.8851943"," ieeedialogue act da classification plays significant role understanding utterance dialogue components spoken dialogue system sds natural language understanding nlu dialogue management dm modules can significantly exploit output da classification paper propose taskoriented da classifier based traditional supervised machine learning ml well deep learning dl techniques type nature dialogues basically depend domain da order make model taskoriented new tagset designed studying properties target domain benchmark switchboard swbd trains corpus proposed models performed exceptionally well new tagset experimental results indicate proposed models achieved good accuracy datasets outperformed several state art approaches new tagset well suited taskoriented applications","Exploring Machine Learning and Deep Learning Frameworks for Task-Oriented Dialogue Act Classification","Proceedings of the International Joint Conference on Neural Networks","Conference Paper",2019-07-01,"Pushpak","Bhattacharyya",2019,"2019"
"10.1109/IJCNN.2019.8852209"," ieeeswarm control difficult problem due need guide large number agents simultaneously cast problem shepherding problem similar biological dogs guiding group sheep towards goal shepherd needs deal complex dynamic environments make decisions order direct swarm one location another paper design novel curriculum teach artificial intelligence empowered agent shepherd presence large state space associated shepherding problem transparent manner results show properly designed curriculum indeed enhance speed learning complexity learnt behaviours","Transparent Machine Education of Neural Networks for Swarm Shepherding Using Curriculum Design","Proceedings of the International Joint Conference on Neural Networks","Conference Paper",2019-07-01,"Hussein","Abbass",2019,"2019"
"10.1109/IJCNN48605.2020.9206620"," ieeetext generator systems become extremely popular advent recent deep learning models encoderdecoder controlling information style generated output without supervision important challenging natural language processing nlp task paper define task constructing coherent paragraph set disaster domain tweets without parallel data tackle problem building two systems pipeline first system focuses unsupervised style transfer convert individual tweets news sentences second system stitches together outputs first system form coherent news paragraph also propose novel training mechanism splitting sentences propositions training second system merge sentences create validation test set consisting tweetsets equivalent news paragraphs perform empirical evaluation also perform human evaluations model completely unsupervised setting model able achieve bleu score successfully transferring styles joining tweets form meaningful news paragraph","Tweet to News Conversion: An Investigation into Unsupervised Controllable Text Generation","Proceedings of the International Joint Conference on Neural Networks","Conference Paper",2020-07-01,"Pushpak","Bhattacharyya",2020,"2020"
"10.1109/IJCNN52387.2021.9533878"," ieeedeveloping adequate humanlike virtual agent one primary applications artificial intelligence last years taskoriented dialogue systems gained huge popularity upsurging relevance positive outcomes realworld users may always predefined rigid task goal beforehand upgradedowngradechange goal component dynamically depending upon utility value agents serving capability however existing virtual agents fail incorporate dynamic behavior leading either unsuccessful task completion ungratified user experience paper presents end end multimodal dialogue system dynamic cooperative goal setting incorporates multimodal semantic state representation policy learning deal multimodal inputs ii goal manager module traditional dialogue manager handling dynamic goal unavailability scenarios effectively iii accumulative reward taskpersonasentiment task success personalized persuasion useradaptive behavior respectively obtained experimental results comparisons baselines firmly establish need efficacy proposed system","Multi-Modal Dialogue Policy Learning for Dynamic and Co-operative Goal Setting","Proceedings of the International Joint Conference on Neural Networks","Conference Paper",2021-07-18,"Pushpak","Bhattacharyya",2021,"2021"
"10.1109/IJCNN52387.2021.9533931"," ieeeemotion analysis texts emerged important area research field natural language processing nlp past years several benchmark datasets released task however datasets open domain nature resourcerich language like english datasets may always sufficient capturing domain specific emotions may tend skew towards emotion based domain paper provide framework multilingual emotion detection deal crisis situations collect annotate disaster domain social media tweets news data two languages namely english hindi derive emotions plutchiks wheel emotions suitable disaster domain annotate data using disaster specific emotions total create four emotionally enriched datasets ie tweets datasets english hindi news dataset english hindi also establish strong baselines dataset using two popular deep learning algorithms stacked bilstmcnn bert evaluation shows best model achieves averaged accuracy across four different datasets","Emotion driven Crisis Response: A benchmark Setup for Multi-lingual Emotion Analysis in Disaster Situations","Proceedings of the International Joint Conference on Neural Networks","Conference Paper",2021-07-18,"Pushpak","Bhattacharyya",2021,"2021"
